格式化上车站点编号,格式化下车站点编号,一天内刷卡数
006_U_08,006_U_34,1
006_U_08,006_U_35,1
006_U_08,006_U_36,1
006_U_08,006_U_38,1
006_U_09,001_D_06,1
006_U_09,006_U_22,1
006_U_10,006_U_01,1
006_U_11,006_U_16,1
006_U_11,006_U_22,1
006_U_11,006_U_26,1
006_U_11,006_U_32,1
006_U_11,006_U_36,1
006_U_12,001_U_34,1
006_U_12,006_U_28,1
006_U_12,009_U_44,1
006_U_13,006_U_28,1
006_U_13,006_U_34,1
006_U_13,006_U_41,1
006_U_13,009_U_31,4
006_U_14,009_U_20,1
006_U_14,009_U_32,1
006_U_14,009_U_46,2
006_U_16,006_U_41,1
006_U_17,005_U_25,1
006_U_17,006_U_08,2
006_U_17,006_U_12,1
006_U_17,006_U_32,3
006_U_18,006_U_30,1
006_U_21,005_U_25,1
006_U_21,006_U_32,1
006_U_21,024_U_19,1
006_U_22,001_D_05,1
006_U_22,002_U_27,1
006_U_22,002_U_28,17
006_U_22,004_U_32,4
006_U_22,005_U_25,2
006_U_22,006_U_01,5
006_U_22,006_U_02,2
006_U_22,006_U_08,1
006_U_22,007_U_04,3
006_U_22,007_U_05,5
006_U_22,024_U_02,1
006_U_22,024_U_16,1
006_U_22,024_U_17,3
006_U_22,026_U_45,1
006_U_22,026_U_46,1
006_U_22,033_U_19,6
006_U_23,005_U_25,1
006_U_23,006_U_06,1
006_U_24,001_U_34,1
006_U_24,006_U_23,1
006_U_25,006_U_35,1
006_U_26,005_U_25,1
006_U_26,006_U_01,2
006_U_26,006_U_02,1
006_U_26,006_U_09,1
006_U_26,006_U_12,1
006_U_26,006_U_28,1
006_U_27,006_U_32,1
006_U_27,105_U_40,1
006_U_28,006_U_01,2
006_U_28,006_U_02,2
006_U_28,006_U_09,1
006_U_28,006_U_12,1
006_U_28,006_U_13,1
006_U_28,006_U_26,1
006_U_28,006_U_36,1
006_U_28,006_U_38,2
006_U_29,001_D_05,2
006_U_29,001_D_06,5
006_U_29,002_U_29,2
006_U_29,002_U_30,1
006_U_29,003_U_07,1
006_U_29,006_U_01,1
006_U_29,006_U_31,1
006_U_29,006_U_32,1
006_U_29,006_U_34,2
006_U_29,006_U_35,3
006_U_29,009_U_46,2
006_U_29,017_U_27,2
006_U_29,017_U_28,1
006_U_29,017_U_30,1
006_U_29,022_U_40,1
006_U_29,025_U_31,1
006_U_29,026_U_45,1
006_U_29,030_U_41,1
006_U_29,030_U_45,1
006_U_29,032_U_16,1
006_U_29,032_U_28,4
006_U_29,102_U_07,1
006_U_29,103_U_09,1
006_U_29,103_U_31,1
006_U_30,001_D_04,3
006_U_30,001_D_05,1
006_U_30,001_D_06,1
006_U_30,001_U_20,2
006_U_30,003_U_07,1
006_U_30,005_U_64,3
006_U_30,006_U_01,5
006_U_30,006_U_09,1
006_U_30,006_U_19,1
006_U_30,006_U_31,1
006_U_30,006_U_32,1
006_U_30,006_U_35,1
006_U_30,007_U_15,1
006_U_30,009_U_33,1
006_U_30,009_U_46,1
006_U_30,017_U_24,1
006_U_30,017_U_27,1
006_U_30,017_U_30,1
006_U_30,018_U_01,3
006_U_30,022_U_40,2
006_U_30,030_U_38,1
006_U_30,032_U_16,2
006_U_30,033_U_18,1
006_U_30,033_U_19,2
006_U_30,103_U_08,1
006_U_30,103_U_31,2
006_U_31,001_D_05,6
006_U_31,001_D_06,6
006_U_31,003_U_05,2
006_U_31,003_U_07,1
006_U_31,004_U_27,1
006_U_31,006_U_01,1
006_U_31,006_U_02,1
006_U_31,006_U_29,1
006_U_31,006_U_32,1
006_U_31,006_U_38,1
006_U_31,007_U_15,2
006_U_31,009_U_33,1
006_U_31,009_U_47,1
006_U_31,017_U_18,1
006_U_31,017_U_27,4
006_U_31,017_U_29,1
006_U_31,017_U_30,1
006_U_31,018_U_01,1
006_U_31,025_U_27,2
006_U_31,026_U_45,2
006_U_31,030_U_38,1
006_U_31,030_U_41,3
006_U_31,032_U_28,3
006_U_31,033_U_18,3
006_U_31,033_U_19,2
006_U_31,103_U_08,2
006_U_31,103_U_09,2
006_U_31,103_U_31,3
006_U_32,001_D_04,2
006_U_32,001_D_05,2
006_U_32,003_U_05,1
006_U_32,003_U_07,3
006_U_32,005_U_25,4
006_U_32,006_U_01,1
006_U_32,006_U_02,1
006_U_32,006_U_21,1
006_U_32,006_U_30,2
006_U_32,006_U_35,1
006_U_32,007_U_15,2
006_U_32,009_U_33,1
006_U_32,009_U_46,2
006_U_32,009_U_47,1
006_U_32,103_U_08,3
006_U_33,001_D_05,3
006_U_33,003_U_07,1
006_U_33,004_U_27,1
006_U_33,006_U_01,1
006_U_33,006_U_12,1
006_U_33,006_U_17,3
006_U_33,006_U_22,1
006_U_33,006_U_29,1
006_U_33,006_U_31,1
006_U_33,006_U_40,1
006_U_33,007_U_15,1
006_U_33,017_U_26,1
006_U_33,017_U_30,1
006_U_33,026_U_45,1
006_U_33,031_U_17,2
006_U_33,033_U_18,2
006_U_33,033_U_19,2
006_U_34,003_U_07,1
006_U_34,006_U_09,1
006_U_34,006_U_13,1
006_U_34,006_U_28,1
006_U_34,006_U_29,2
006_U_34,009_U_33,1
006_U_34,017_U_28,1
006_U_34,017_U_30,2
006_U_34,103_U_08,1
006_U_34,103_U_31,1
006_U_35,003_U_05,1
006_U_35,003_U_07,3
006_U_35,006_U_09,1
006_U_35,006_U_22,1
006_U_35,006_U_30,1
006_U_35,006_U_33,1
006_U_35,009_U_46,1
006_U_35,009_U_47,2
006_U_35,017_U_28,2
006_U_35,026_U_45,2
006_U_35,032_U_16,1
006_U_35,033_U_18,1
006_U_35,033_U_19,6
006_U_35,103_U_08,1
006_U_36,006_U_01,2
006_U_36,006_U_09,1
006_U_36,006_U_12,1
006_U_36,006_U_28,2
006_U_38,001_D_04,4
006_U_38,001_D_05,7
006_U_38,001_D_06,6
006_U_38,001_U_25,5
006_U_38,001_U_26,4
006_U_38,002_U_43,1
006_U_38,004_U_12,5
006_U_38,004_U_13,6
006_U_38,004_U_14,5
006_U_38,004_U_15,1
006_U_38,004_U_16,1
006_U_38,004_U_27,2
006_U_38,005_U_58,4
006_U_38,006_U_01,1
006_U_38,006_U_09,1
006_U_38,006_U_33,1
006_U_38,007_U_07,4
006_U_38,007_U_09,9
006_U_38,007_U_15,5
006_U_38,007_U_19,4
006_U_38,009_U_41,1
006_U_38,009_U_42,1
006_U_38,009_U_43,2
006_U_38,009_U_44,2
006_U_38,011_U_16,1
006_U_38,012_U_07,2
006_U_38,012_U_13,2
006_U_38,012_U_30,2
006_U_38,012_U_32,1
006_U_40,001_D_06,4
006_U_40,001_U_34,2
006_U_40,005_U_25,1
006_U_40,006_U_01,1
006_U_40,006_U_02,3
006_U_40,006_U_09,1
006_U_40,006_U_36,1
006_U_40,007_U_15,4
006_U_40,009_U_37,1
006_U_40,009_U_38,1
006_U_40,009_U_43,1
006_U_40,009_U_44,2
006_U_40,030_U_39,1
006_U_41,001_D_05,1
006_U_41,001_D_06,1
006_U_41,001_U_33,1
006_U_41,003_U_06,2
006_U_41,003_U_07,3
006_U_41,004_U_31,1
006_U_41,005_U_25,1
006_U_41,006_U_13,1
006_U_41,006_U_17,1
006_U_41,006_U_33,1
006_U_41,006_U_36,1
006_U_41,006_U_40,2
006_U_41,009_U_31,1
006_U_41,009_U_37,2
006_U_41,009_U_39,2
006_U_41,009_U_43,2
006_U_41,009_U_44,1
006_U_41,010_D_29,1
006_U_41,010_U_25,1
006_U_41,011_U_07,1
006_U_41,016_U_04,2
006_U_41,017_U_16,1
006_U_41,017_U_24,1
006_U_41,017_U_30,1
006_U_41,024_U_13,3
006_U_41,025_U_30,1
006_U_41,026_U_46,1
006_U_41,030_U_04,1
006_U_41,030_U_29,1
006_U_41,030_U_33,1
006_U_41,030_U_35,1
006_U_41,033_U_05,1
006_U_41,036_U_29,2
006_U_44,001_D_02,1
006_U_44,001_D_03,1
006_U_44,001_D_04,3
006_U_44,001_D_05,2
006_U_44,001_D_06,2
006_U_44,001_D_35,1
006_U_44,001_U_03,1
006_U_44,001_U_14,1
006_U_44,001_U_21,2
006_U_44,001_U_28,1
006_U_44,001_U_29,1
006_U_44,001_U_30,1
006_U_44,001_U_33,1
006_U_44,001_U_34,7
006_U_44,002_U_34,1
006_U_44,002_U_35,1
006_U_44,004_U_31,9
006_U_44,005_U_64,2
006_U_44,006_U_12,1
006_U_44,006_U_31,1
006_U_44,006_U_40,3
006_U_44,007_U_04,1
006_U_44,008_U_01,1
006_U_44,008_U_08,2
006_U_44,009_U_36,1
006_U_44,009_U_38,3
006_U_44,009_U_44,2
006_U_44,009_U_47,1
006_U_44,017_U_37,3
006_U_44,024_U_04,4
006_U_44,024_U_12,1
006_U_44,024_U_13,3
006_U_44,024_U_15,2
006_U_44,024_U_16,2
006_U_44,026_U_45,2
006_U_44,026_U_47,1
006_U_44,026_U_48,3
006_U_44,033_U_05,1
006_U_44,033_U_06,1
006_U_44,105_U_23,1
006_U_44,106_U_06,1
006_U_44,106_U_07,1
006_U_44,106_U_12,1
006_U_44,106_U_15,1
006_U_44,106_U_26,1
006_U_44,106_U_27,2
006_U_44,106_U_36,10
007_U_01,001_D_04,1
007_U_01,001_D_05,1
007_U_01,001_D_06,5
007_U_01,002_U_43,1
007_U_01,004_U_27,2
007_U_01,007_U_05,2
007_U_01,007_U_07,2
007_U_01,007_U_08,3
007_U_01,007_U_15,2
007_U_01,007_U_16,3
007_U_01,007_U_19,1
007_U_02,001_D_05,3
007_U_02,001_D_06,3
007_U_02,007_U_07,1
007_U_02,007_U_08,3
007_U_02,007_U_15,2
007_U_02,007_U_16,1
007_U_04,001_D_05,1
007_U_04,001_D_06,2
007_U_04,001_U_34,1
007_U_04,006_U_22,1
007_U_04,007_U_05,1
007_U_04,007_U_07,2
007_U_04,007_U_08,2
007_U_04,007_U_09,1
007_U_04,007_U_15,3
007_U_04,026_U_46,3
007_U_04,033_U_18,1
007_U_04,033_U_19,2
007_U_05,001_D_05,2
007_U_05,001_D_06,4
007_U_05,002_U_28,2
007_U_05,002_U_43,1
007_U_05,004_U_27,1
007_U_05,005_U_58,1
007_U_05,006_U_22,2
007_U_05,006_U_38,2
007_U_05,007_U_04,1
007_U_05,007_U_07,3
007_U_05,007_U_08,5
007_U_05,007_U_15,3
007_U_05,007_U_18,2
007_U_05,024_U_12,1
007_U_05,026_U_45,1
007_U_05,026_U_46,1
007_U_05,033_U_19,2
007_U_07,001_D_05,7
007_U_07,001_D_06,8
007_U_07,002_U_26,2
007_U_07,002_U_33,1
007_U_07,002_U_35,1
007_U_07,002_U_37,2
007_U_07,002_U_43,2
007_U_07,003_U_05,1
007_U_07,004_U_12,2
007_U_07,004_U_14,1
007_U_07,004_U_16,1
007_U_07,004_U_27,1
007_U_07,005_U_58,3
007_U_07,006_U_38,6
007_U_07,007_U_01,3
007_U_07,007_U_02,1
007_U_07,007_U_04,2
007_U_07,007_U_08,3
007_U_07,007_U_15,3
007_U_07,007_U_16,1
007_U_07,007_U_19,1
007_U_07,009_U_44,4
007_U_07,011_U_16,1
007_U_07,012_U_13,1
007_U_07,016_U_10,2
007_U_07,036_U_18,3
007_U_07,105_U_29,1
007_U_07,107_U_11,2
007_U_07,107_U_13,2
007_U_07,107_U_25,5
007_U_07,107_U_38,1
007_U_08,001_D_04,1
007_U_08,001_D_05,9
007_U_08,001_D_06,18
007_U_08,002_U_26,1
007_U_08,003_U_01,1
007_U_08,004_U_12,2
007_U_08,004_U_13,1
007_U_08,004_U_16,1
007_U_08,004_U_27,3
007_U_08,005_U_58,1
007_U_08,006_U_38,9
007_U_08,007_U_01,1
007_U_08,007_U_02,1
007_U_08,007_U_04,2
007_U_08,007_U_09,1
007_U_08,007_U_15,7
007_U_08,007_U_16,1
007_U_08,007_U_19,2
007_U_08,009_U_39,1
007_U_08,009_U_40,1
007_U_08,009_U_44,2
007_U_08,009_U_45,1
007_U_08,011_U_16,3
007_U_08,012_U_13,2
007_U_08,012_U_32,5
007_U_08,018_U_01,2
007_U_08,018_U_10,1
007_U_09,001_D_05,16
007_U_09,001_D_06,31
007_U_09,001_U_25,1
007_U_09,001_U_26,1
007_U_09,002_U_26,2
007_U_09,003_U_01,1
007_U_09,004_U_12,1
007_U_09,004_U_13,2
007_U_09,004_U_14,1
007_U_09,004_U_18,2
007_U_09,005_U_58,4
007_U_09,005_U_71,1
007_U_09,006_U_38,4
007_U_09,007_U_01,2
007_U_09,007_U_02,3
007_U_09,007_U_07,2
007_U_09,007_U_08,2
007_U_09,007_U_15,12
007_U_09,007_U_16,3
007_U_09,007_U_18,4
007_U_09,007_U_19,2
007_U_09,009_U_39,1
007_U_09,009_U_42,1
007_U_09,009_U_43,2
007_U_09,009_U_44,5
007_U_09,011_U_16,3
007_U_09,012_U_07,2
007_U_09,012_U_13,1
007_U_09,012_U_32,1
007_U_09,033_U_19,1
007_U_15,001_D_02,1
007_U_15,001_D_03,1
007_U_15,001_D_04,56
007_U_15,001_D_05,15
007_U_15,001_D_06,5
007_U_15,001_U_25,1
007_U_15,001_U_26,4
007_U_15,001_U_34,2
007_U_15,002_U_26,1
007_U_15,002_U_43,4
007_U_15,003_U_05,1
007_U_15,003_U_07,1
007_U_15,004_U_12,11
007_U_15,004_U_13,2
007_U_15,004_U_14,2
007_U_15,004_U_16,5
007_U_15,004_U_18,2
007_U_15,004_U_27,15
007_U_15,004_U_32,1
007_U_15,005_U_58,4
007_U_15,005_U_64,4
007_U_15,005_U_71,1
007_U_15,006_U_29,1
007_U_15,006_U_30,1
007_U_15,006_U_31,2
007_U_15,006_U_33,2
007_U_15,006_U_38,8
007_U_15,006_U_41,1
007_U_15,006_U_44,4
007_U_15,007_U_01,2
007_U_15,007_U_02,2
007_U_15,007_U_04,2
007_U_15,007_U_07,1
007_U_15,007_U_08,3
007_U_15,007_U_09,15
007_U_15,007_U_16,3
007_U_15,007_U_18,1
007_U_15,007_U_19,3
007_U_15,009_U_33,4
007_U_15,009_U_38,1
007_U_15,009_U_40,6
007_U_15,009_U_44,3
007_U_15,009_U_45,5
007_U_15,009_U_46,2
007_U_15,009_U_47,7
007_U_15,010_U_28,1
007_U_15,010_U_33,2
007_U_15,011_U_02,1
007_U_15,011_U_14,1
007_U_15,011_U_15,3
007_U_15,011_U_16,1
007_U_15,011_U_17,1
007_U_15,011_U_30,1
007_U_15,011_U_31,1
007_U_15,011_U_33,2
007_U_15,012_U_07,1
007_U_15,012_U_13,2
007_U_15,012_U_32,2
007_U_15,016_U_10,1
007_U_15,017_U_30,4
007_U_15,020_U_28,1
007_U_15,022_U_02,5
007_U_15,022_U_03,2
007_U_15,022_U_07,1
007_U_15,022_U_12,2
007_U_15,022_U_13,3
007_U_15,022_U_16,4
007_U_15,022_U_22,1
007_U_15,022_U_24,1
007_U_15,028_U_01,1
007_U_15,028_U_07,2
007_U_15,030_U_40,1
007_U_15,103_U_09,1
007_U_16,001_D_04,8
007_U_16,001_D_05,3
007_U_16,002_U_43,7
007_U_16,004_U_27,4
007_U_16,005_U_58,2
007_U_16,006_U_38,1
007_U_16,007_U_01,3
007_U_16,007_U_02,1
007_U_16,007_U_07,1
007_U_16,007_U_09,2
007_U_16,007_U_17,1
007_U_16,007_U_18,2
007_U_16,007_U_19,1
007_U_17,001_D_04,2
007_U_17,001_D_05,1
007_U_17,007_U_07,1
007_U_17,007_U_09,2
007_U_17,007_U_15,2
007_U_18,001_D_04,17
007_U_18,001_D_05,4
007_U_18,002_U_26,2
007_U_18,002_U_43,1
007_U_18,005_U_58,3
007_U_18,007_U_09,2
007_U_18,007_U_15,1
007_U_18,007_U_17,3
007_U_18,009_U_46,1
007_U_19,001_D_04,6
007_U_19,002_U_43,2
007_U_19,004_U_27,3
007_U_19,006_U_38,4
007_U_19,007_U_01,1
007_U_19,007_U_07,1
007_U_19,007_U_09,4
007_U_19,007_U_15,2
007_U_19,007_U_16,1
007_U_19,007_U_17,2
008_D_43,001_U_27,1
008_D_44,001_U_20,1
008_U_01,001_U_25,1
008_U_02,001_U_04,1
008_U_02,001_U_23,1
008_U_02,001_U_32,1
008_U_02,001_U_34,1
008_U_02,005_U_42,1
008_U_04,001_U_19,1
008_U_04,001_U_27,1
008_U_05,001_U_34,1
008_U_06,001_U_34,1
008_U_07,001_U_14,1
008_U_07,001_U_24,1
008_U_07,001_U_25,1
008_U_07,001_U_28,1
008_U_07,001_U_34,2
008_U_08,001_U_05,1
008_U_08,001_U_27,2
008_U_08,001_U_30,2
008_U_08,001_U_34,2
009_U_01,006_U_12,1
009_U_01,009_U_29,1
009_U_01,009_U_32,1
009_U_01,009_U_33,2
009_U_01,009_U_43,1
009_U_01,009_U_44,1
009_U_01,009_U_46,1
009_U_02,009_U_26,1
009_U_02,009_U_29,1
009_U_02,009_U_31,1
009_U_03,001_U_20,1
009_U_03,009_U_36,1
009_U_03,009_U_41,1
009_U_05,009_U_29,1
009_U_06,009_U_31,1
009_U_06,009_U_33,1
009_U_06,009_U_45,1
009_U_06,009_U_47,3
009_U_07,009_U_29,1
009_U_07,009_U_47,1
009_U_08,009_U_47,1
009_U_12,009_U_31,2
009_U_12,009_U_40,1
009_U_12,009_U_44,2
009_U_13,009_U_33,1
009_U_13,009_U_42,1
009_U_13,009_U_44,1
009_U_14,009_U_47,1
009_U_15,009_U_44,1
009_U_16,009_U_31,1
009_U_17,006_U_12,1
009_U_17,009_U_32,1
009_U_17,009_U_33,1
009_U_17,009_U_38,1
009_U_17,009_U_45,1
009_U_18,009_U_46,1
009_U_20,006_U_14,1
009_U_25,009_U_33,1
009_U_25,009_U_45,1
009_U_27,009_U_02,1
009_U_27,009_U_33,1
009_U_27,028_U_05,1
009_U_27,030_U_04,1
009_U_27,030_U_41,1
009_U_28,001_D_05,4
009_U_28,004_U_32,1
009_U_28,009_U_01,1
009_U_28,009_U_08,1
009_U_28,009_U_11,1
009_U_28,009_U_13,1
009_U_28,009_U_36,1
009_U_28,009_U_44,2
009_U_28,010_U_31,2
009_U_28,010_U_33,3
009_U_28,016_U_10,2
009_U_28,017_U_15,1
009_U_28,030_U_01,3
009_U_28,030_U_02,3
009_U_28,030_U_13,1
009_U_28,030_U_25,2
009_U_28,030_U_26,1
009_U_28,030_U_33,1
009_U_28,030_U_40,1
009_U_28,033_U_19,4
009_U_28,101_U_22,3
009_U_29,001_D_03,1
009_U_29,001_D_04,1
009_U_29,004_U_32,1
009_U_29,009_U_01,1
009_U_29,010_U_33,1
009_U_29,016_U_10,1
009_U_29,030_U_16,1
009_U_29,030_U_32,1
009_U_29,030_U_33,1
009_U_29,030_U_34,1
009_U_29,033_U_19,1
009_U_29,101_U_23,1
009_U_29,101_U_25,1
009_U_30,001_D_04,1
009_U_30,001_D_05,2
009_U_30,011_U_10,2
009_U_30,017_U_03,1
009_U_30,017_U_15,1
009_U_30,022_U_40,1
009_U_30,027_U_13,2
009_U_30,030_U_01,1
009_U_30,030_U_32,1
009_U_30,030_U_34,5
009_U_30,030_U_35,1
009_U_30,033_U_19,7
009_U_30,101_U_22,4
009_U_30,101_U_23,1
009_U_31,001_D_04,1
009_U_31,001_D_05,2
009_U_31,001_D_06,2
009_U_31,006_U_13,3
009_U_31,009_U_08,1
009_U_31,009_U_13,1
009_U_31,011_U_07,1
009_U_31,017_U_24,1
009_U_31,023_U_33,3
009_U_31,030_U_45,1
009_U_31,036_U_29,1
009_U_31,101_U_22,3
009_U_31,105_U_23,1
009_U_31,106_U_05,1
009_U_31,106_U_07,1
009_U_31,106_U_09,2
009_U_31,106_U_10,2
009_U_31,106_U_14,1
009_U_32,001_U_29,1
009_U_32,009_U_35,1
009_U_32,009_U_36,2
009_U_32,009_U_43,2
009_U_32,009_U_44,2
009_U_32,028_U_01,1
009_U_32,028_U_07,1
009_U_32,031_U_22,1
009_U_33,001_D_04,1
009_U_33,001_U_22,1
009_U_33,001_U_24,2
009_U_33,001_U_34,2
009_U_33,002_U_38,1
009_U_33,006_U_31,1
009_U_33,006_U_34,1
009_U_33,006_U_35,2
009_U_33,007_U_15,2
009_U_33,009_U_01,1
009_U_33,009_U_08,1
009_U_33,009_U_38,1
009_U_33,009_U_39,1
009_U_33,009_U_40,1
009_U_33,009_U_43,2
009_U_33,009_U_44,5
009_U_33,009_U_45,3
009_U_33,009_U_46,4
009_U_33,009_U_47,1
009_U_33,010_U_14,3
009_U_33,010_U_21,1
009_U_33,010_U_24,1
009_U_33,010_U_30,1
009_U_33,010_U_33,4
009_U_33,010_U_37,1
009_U_33,010_U_41,1
009_U_33,016_U_07,1
009_U_33,016_U_10,2
009_U_33,017_U_22,1
009_U_33,017_U_24,1
009_U_33,017_U_25,2
009_U_33,017_U_27,1
009_U_33,017_U_29,1
009_U_33,017_U_37,1
009_U_33,028_U_03,1
009_U_33,028_U_07,1
009_U_33,030_U_36,1
009_U_33,032_U_16,2
009_U_33,103_U_07,2
009_U_33,105_U_07,2
009_U_33,105_U_08,2
009_U_33,105_U_21,1
009_U_33,105_U_23,3
009_U_33,105_U_29,1
009_U_33,105_U_36,1
009_U_35,001_D_04,1
009_U_35,001_U_22,1
009_U_35,001_U_24,1
009_U_35,002_U_28,1
009_U_35,003_U_01,1
009_U_35,003_U_05,1
009_U_35,003_U_07,1
009_U_35,004_U_12,1
009_U_35,009_U_38,1
009_U_35,009_U_39,2
009_U_35,009_U_40,2
009_U_35,009_U_41,1
009_U_35,009_U_43,4
009_U_35,009_U_44,7
009_U_35,011_U_05,1
009_U_35,016_U_04,1
009_U_35,017_U_21,1
009_U_35,017_U_24,1
009_U_35,028_U_03,1
009_U_35,028_U_07,2
009_U_35,029_U_31,2
009_U_35,105_U_20,1
009_U_35,105_U_21,1
009_U_35,105_U_29,1
009_U_35,105_U_30,1
009_U_35,105_U_34,2
009_U_36,001_D_04,2
009_U_36,009_U_03,1
009_U_36,009_U_32,2
009_U_36,009_U_40,1
009_U_36,009_U_41,1
009_U_36,009_U_43,1
009_U_36,009_U_44,1
009_U_36,009_U_47,1
009_U_36,010_U_25,2
009_U_36,010_U_28,1
009_U_36,028_U_01,1
009_U_36,028_U_03,1
009_U_36,028_U_07,6
009_U_37,001_D_04,1
009_U_37,001_D_05,1
009_U_37,006_U_44,2
009_U_37,007_U_15,1
009_U_37,009_U_32,1
009_U_37,009_U_40,1
009_U_37,009_U_43,2
009_U_37,009_U_44,3
009_U_37,009_U_45,2
009_U_37,016_U_10,1
009_U_37,028_U_07,1
009_U_38,001_D_04,3
009_U_38,001_U_34,2
009_U_38,003_U_06,2
009_U_38,006_U_40,1
009_U_38,006_U_41,1
009_U_38,007_U_15,2
009_U_38,009_U_32,1
009_U_38,009_U_33,2
009_U_38,009_U_35,3
009_U_38,009_U_39,1
009_U_38,009_U_40,1
009_U_38,009_U_41,1
009_U_38,009_U_43,2
009_U_38,009_U_44,11
009_U_38,009_U_45,1
009_U_38,009_U_46,1
009_U_38,009_U_47,1
009_U_38,010_U_16,1
009_U_38,010_U_32,1
009_U_38,016_U_10,2
009_U_38,028_U_01,1
009_U_38,028_U_07,4
009_U_39,001_D_04,5
009_U_39,001_D_05,1
009_U_39,003_U_05,1
009_U_39,003_U_06,1
009_U_39,004_U_32,1
009_U_39,006_U_41,1
009_U_39,007_U_09,1
009_U_39,009_U_33,1
009_U_39,009_U_35,2
009_U_39,009_U_37,2
009_U_39,009_U_38,1
009_U_39,009_U_40,2
009_U_39,009_U_41,1
009_U_39,009_U_43,4
009_U_39,009_U_44,1
009_U_39,009_U_45,4
009_U_39,009_U_46,1
009_U_39,010_U_21,1
009_U_39,011_U_07,1
009_U_39,011_U_10,1
009_U_39,011_U_15,1
009_U_39,016_U_10,1
009_U_39,027_U_14,1
009_U_39,028_U_01,2
009_U_40,001_D_02,1
009_U_40,001_D_04,5
009_U_40,001_D_05,1
009_U_40,004_U_12,1
009_U_40,007_U_07,1
009_U_40,007_U_09,1
009_U_40,007_U_15,9
009_U_40,009_U_13,1
009_U_40,009_U_32,1
009_U_40,009_U_33,1
009_U_40,009_U_35,2
009_U_40,009_U_36,1
009_U_40,009_U_37,1
009_U_40,009_U_38,3
009_U_40,009_U_43,4
009_U_40,009_U_44,3
009_U_40,009_U_45,3
009_U_40,009_U_46,2
009_U_40,010_U_32,2
009_U_40,010_U_41,1
009_U_40,011_U_01,1
009_U_40,011_U_07,1
009_U_40,011_U_11,1
009_U_40,011_U_16,1
009_U_40,012_U_32,4
009_U_40,016_U_10,1
009_U_41,001_D_04,3
009_U_41,001_D_05,2
009_U_41,003_U_06,8
009_U_41,004_U_32,2
009_U_41,006_U_38,1
009_U_41,006_U_44,2
009_U_41,009_U_03,1
009_U_41,009_U_32,1
009_U_41,009_U_35,1
009_U_41,009_U_39,1
009_U_41,009_U_43,5
009_U_41,009_U_44,1
009_U_41,009_U_45,1
009_U_41,009_U_46,2
009_U_41,009_U_47,2
009_U_41,010_U_14,1
009_U_41,010_U_28,1
009_U_41,011_U_03,2
009_U_41,011_U_09,1
009_U_41,011_U_15,1
009_U_41,011_U_17,1
009_U_41,011_U_36,1
009_U_41,012_U_32,1
009_U_41,016_U_08,1
009_U_41,016_U_10,2
009_U_41,028_U_01,1
009_U_42,001_D_04,4
009_U_42,003_U_05,2
009_U_42,003_U_06,3
009_U_42,006_U_38,1
009_U_42,007_U_09,1
009_U_42,007_U_15,1
009_U_42,009_U_13,1
009_U_42,009_U_43,1
009_U_42,009_U_44,3
009_U_42,009_U_45,2
009_U_42,009_U_46,1
009_U_42,010_U_32,1
009_U_42,010_U_41,1
009_U_42,010_U_54,1
009_U_42,011_U_01,1
009_U_42,011_U_05,1
009_U_42,011_U_16,3
009_U_42,012_U_32,2
009_U_42,016_U_10,1
009_U_42,025_U_17,1
009_U_42,028_U_01,1
009_U_43,001_D_04,13
009_U_43,001_D_05,2
009_U_43,001_D_06,3
009_U_43,001_D_08,1
009_U_43,001_U_26,1
009_U_43,003_U_05,2
009_U_43,003_U_06,2
009_U_43,004_U_12,1
009_U_43,004_U_14,3
009_U_43,004_U_16,2
009_U_43,004_U_18,1
009_U_43,006_U_38,5
009_U_43,006_U_41,1
009_U_43,007_U_09,1
009_U_43,007_U_15,2
009_U_43,009_U_32,5
009_U_43,009_U_33,1
009_U_43,009_U_35,3
009_U_43,009_U_36,2
009_U_43,009_U_37,1
009_U_43,009_U_38,1
009_U_43,009_U_39,5
009_U_43,009_U_40,4
009_U_43,009_U_41,4
009_U_43,009_U_42,1
009_U_43,009_U_44,1
009_U_43,009_U_45,6
009_U_43,009_U_47,2
009_U_43,010_U_28,1
009_U_43,010_U_41,4
009_U_43,010_U_42,2
009_U_43,011_U_08,2
009_U_43,011_U_09,1
009_U_43,011_U_12,1
009_U_43,011_U_15,1
009_U_43,011_U_17,3
009_U_43,011_U_33,1
009_U_43,011_U_36,1
009_U_43,012_U_13,1
009_U_43,016_U_06,1
009_U_43,016_U_08,1
009_U_43,016_U_10,1
009_U_43,018_U_01,2
009_U_43,018_U_06,1
009_U_43,018_U_11,1
009_U_43,018_U_19,1
009_U_43,028_U_01,1
009_U_43,028_U_05,1
009_U_43,028_U_07,1
009_U_43,029_U_16,1
009_U_43,033_U_19,1
009_U_44,001_D_04,16
009_U_44,001_D_05,6
009_U_44,001_D_06,4
009_U_44,001_D_08,1
009_U_44,001_U_25,2
009_U_44,001_U_26,2
009_U_44,001_U_34,1
009_U_44,003_U_01,1
009_U_44,003_U_05,3
009_U_44,003_U_06,5
009_U_44,004_U_12,2
009_U_44,004_U_15,1
009_U_44,004_U_16,1
009_U_44,004_U_18,4
009_U_44,004_U_32,4
009_U_44,006_U_12,1
009_U_44,006_U_38,1
009_U_44,006_U_41,1
009_U_44,006_U_44,7
009_U_44,007_U_07,4
009_U_44,007_U_09,8
